id;exemplo1;explicacao1;exemplo2;explicacao2;exemplo3;explicacao3;exemplo4;explicacao4;
82;Empregador: Diz aqui no seu currículo que você é um trabalhador esforçado, presta atenção aos detalhes e não se importa em trabalhar longas horas. Andy: Sim senhor. Empregador: Falei com seu empregador anterior. Ele diz que você muda constantemente coisas que não deveriam ser mudadas, você não se importa com a privacidade de outras pessoas e teve a pontuação mais baixa em relacionamento com o cliente. Andy: Sim, isso também é verdade. Empregador: Ótimo então. Bem-vindo à nossa equipe de mídia social!;Currículos são um exemplo clássico de seleção de informações. Um currículo pode ser visto como um argumento de por que você está qualificado para o trabalho. A maioria dos empregadores é sábia o suficiente para saber que os currículos são unilaterais e procuram mais evidências na forma de entrevistas e recomendações para tomar uma decisão.;Meu candidato político dá 10% de sua renda para os necessitados, vai à igreja todos os domingos e é voluntário um dia por semana em um abrigo para sem-teto. Portanto, ele é honesto e moralmente correto.;A informação que ficou de fora do exemplo é que esse mesmo candidato dá 10% de sua renda para prostitutas carentes em troca de serviços, vai ao bar todos os domingos depois do culto (e às vezes antes) e só trabalha no abrigo para sem-teto para conseguir clientes para seu negócio de tráfico de drogas.;;;;;
83;Definição circular: uma definição que é circular.;A definição não ajuda em nada porque usamos as mesmas palavras no termo para defini-los.;Flippityflu: mais esperto que um Floppityflip. Flippity Flip: mais burro que um Flippity Flu.;Aqui temos duas definições que resultam em um círculo um pouco maior, mas ainda assim um círculo.;;;;;
84;Pvt. Joe Bowers: O que são esses eletrólitos? você sabe mesmo? Secretário de Estado: Eles são... o que eles usam para fazer Brawndo! Pvt. Joe Bowers: Mas por que eles os usam para fazer Brawndo? Secretário de Defesa: [levanta a mão após uma pausa] Porque Brawndo tem eletrólitos.;Este exemplo é de um filme favorito meu, Idiocracy, onde Pvt. Joe Bowers (interpretado por Luke Wilson) está lidando com um bando de caras não muito espertos do futuro. Joe não está obtendo nenhuma informação útil sobre eletrólitos, não importa o quanto ele tente.;A Bíblia é a Palavra de Deus porque Deus nos diz que está... na Bíblia.;Este é um argumento circular muito sério no qual muitas pessoas baseiam suas vidas inteiras. A circularidade está na afirmação declarada ou implícita de que a razão pela qual eles confiam na Bíblia é porque ela é a Palavra de Deus. É como receber um e-mail de um príncipe nigeriano, oferecendo a você sua fortuna de um bilhão de dólares - mas somente depois que você enviar a ele uma oferta de ""boa vontade"" de $ 50.000. Claro, você está cético até ler a linha final do e-mail que diz “Eu, príncipe Nubadola, garanto que esta é minha mensagem e é legítima. Você pode confiar neste e-mail e em qualquer outro que vier de mim. Agora você sabe que é legítimo... porque está escrito no e-mail. ;;;;;
85;Se eu tenho um PhD, então eu sou inteligente. Portanto, se sou inteligente, tenho doutorado.;Há muitos que poderiam, com razão, discordar da primeira premissa, mas assumir que a premissa é verdadeira não garante que a conclusão seja verdadeira. Há muitas pessoas inteligentes sem doutorado.;Se eu tenho herpes, tenho uma erupção cutânea estranha. Portanto, se eu tiver uma erupção cutânea estranha, tenho herpes.;Fico feliz que isso não seja verdade. Pode-se ter erupções cutâneas não herpéticas.;;;;;
86;Quantas vezes por dia você bate na sua esposa?;Mesmo que a resposta seja enfática, “nenhuma!” O dano já foi feito. Se você está ouvindo esta pergunta, é mais provável que você aceite a possibilidade de que a pessoa a quem esta pergunta seja um espancador de mulheres, o que é um raciocínio falacioso de sua parte.;Quantos tiroteios em escolas devemos tolerar antes de mudarmos as leis sobre armas?;A pressuposição é que mudar as leis sobre armas diminuirá o número de tiroteios em escolas. Pode ser o caso, mas é uma afirmação implícita na afirmação e oculta por uma questão mais complexa. Reativamente, quando alguém ouve uma pergunta como essa, sua mente tentará buscar uma resposta para a pergunta – o que na verdade é uma distração para rejeitar a afirmação implícita que está sendo feita. É bastante brilhante, mas ainda falacioso.;;;;;
87;A única certeza é a incerteza.;A própria incerteza não pode ser certa por definição. É uma autocontradição.;Não me importo com o que você acredita, desde que suas crenças não prejudiquem os outros.;Isso é uma contradição. À primeira vista, “contanto que” pareça ser uma condição para a afirmação “não me importa o que você acredita”, mas não é, a asserção tem que ser falsa em todos os casos. O argumentador deve sempre se preocupar se a pessoa acredita em algo que irá prejudicar os outros ou não.;;;;;
88;Teri: Não sei por que aquele bichinho de pelúcia voou da minha cômoda esta manhã. Acho que algumas coisas na vida permanecerão para sempre um mistério!;O fato de Teri não conseguir explicar algo não o torna inexplicável. Mais tarde, pode ser revelado que um membro da família estava pregando uma peça e amarrou uma corda no bichinho de pelúcia. Talvez Teri leia sobre um leve terremoto que aconteceu ao mesmo tempo. Talvez Teri descubra mais tarde que há um rato em seu quarto que fez um lar em seus bichinhos de pelúcia. A questão é que o que atualmente não é explicado não é necessariamente inexplicável.;Embora possamos explicar como os humanos chegaram aqui, nunca seremos capazes de explicar por quê.;Além de petição de princípio (isso pressupõe que haja um ""porquê""), não sabemos se nunca seremos capazes de explicar o porquê. Talvez os alienígenas nos tenham criado, e eles nos dirão um dia que nos criaram para um grande experimento social. Talvez eles quisessem ver, depois de semear vida na Terra há cerca de 3 1/2 bilhões de anos, se um dos membros da espécie humana, Alfredo, coçou a orelha esquerda precisamente às 15h46 de 12 de dezembro de 2023. Depois disso vez, eles apertarão o botão de reinicialização e tentarão um experimento diferente. ;;;;;
89;Barto: Se as máscaras não funcionam, como você explica a correlação quase perfeita entre comunidades que usam máscaras e taxas de transmissão mais baixas?Tikki: Tudo isso significa que em comunidades onde mais pessoas usam máscaras, é menos provável que o vírus se espalhe . Não é prova de que as máscaras são a razão.;Marshall simplesmente explicou o que é um elo perdido, ele não deu uma razão válida para acreditar que o Pé Grande é o elo perdido.;;;;;;;
90;Ao correr pela vizinhança, é mais provável que você seja mordido pelo cachorro de estimação de alguém do que por qualquer membro da espécie canina.;Na verdade, não é esse o caso. O “cachorro de estimação de alguém”, assumindo um cachorro de verdade e não um cachorro robô, também seria um membro da espécie canina. Portanto, a espécie canina inclui lobos,  coiotes, bem como o Shih Tzu do seu vizinho, que provavelmente vai te morder só porque está chateado por ser tão pequeno.;Karen é uma mulher de trinta e poucos anos que dirige uma minivan, mora nos subúrbios e usa jeans mom. É mais provável que Karen seja uma mulher ou uma mãe?;seria falacioso dizer que Karen tem mais chances de ser mãe — mesmo se descobríssemos que Karen passava uma hora por dia no parquinho com outras mães. Há 100% de chance de Karen ser mulher (sabemos que ela é mulher) e uma chance menor de ser mãe.;;;;;
91;A arca de Noé foi encontrada pelo governo russo há muito tempo, mas por causa de seu ódio pela religião, eles a encobriram desde então.;;Geólogos e cientistas de todo o mundo estão descobrindo fortes evidências de uma Terra de 6.000 anos, mas devido à ameaça de arruinar sua reputação, eles estão suprimindo as evidências e mantendo silêncio.;A psicologia por trás das teorias da conspiração é bastante complexa e envolve muitos vieses e falácias cognitivas diferentes discutidos neste livro. Em geral, as pessoas tendem a ignorar as incríveis improbabilidades envolvidas em uma conspiração em larga escala, bem como os riscos potenciais para todos os envolvidos no suposto acobertamento. Nos exemplos acima, aqueles que se apegam a uma interpretação literal da Bíblia muitas vezes experimentam dissonância cognitiva, ou a luta mental envolvida quando as crenças de alguém contradizem afirmações factuais. Essa dissonância cognitiva faz com que as pessoas criem teorias da conspiração, como as acima, para mudar os fatos para corresponder às suas crenças, em vez de mudar suas crenças para corresponder aos fatos.;;;;;
92;David: Você acredita que o presidente disse: ""pessoas gordas são perdedoras""? Sam: Onde você ouviu isso? David: Eu li em uma manchete no BrightBert News. Sam: Na verdade, ele disse: ""As pessoas que dizem 'pessoas gordas são perdedoras' não são apenas cruéis, mas também estão erradas, além de serem irracionais."" ;David caiu na isca de clique – uma técnica usada pela mídia para fazer as pessoas clicarem em seus links ou discutirem seus artigos. Ele não se preocupou em investigar o contexto de onde a citação foi tirada e perpetuou a mentira.;Trisha: Em uma entrevista, seu candidato admitiu que era um ladrão! Derek: Na verdade, ele disse que quando tinha três anos, roubou um pirulito de uma loja e se sentiu tão culpado que nunca mais roubou nada.;Trisha conseguiu distorcer o significado da história do candidato de uma que mostrava o forte caráter moral do candidato para uma em que ele é um criminoso. Claramente, o contexto é importante.;;;;;
93;Durante a pandemia do COVID-19, houve muito debate sobre a reabertura das escolas. Como em muitas questões, houve uma forte divisão partidária em que os liberais eram principalmente contra o envio de crianças de volta à escola, e os conservadores eram principalmente a favor de enviar as crianças de volta à escola. Vários de meus amigos liberais geralmente compartilhavam histórias sobre crianças adoecendo, incluindo esta história postada sem comentários ou argumentos: As autoridades de saúde da Geórgia confirmaram esta semana que um menino de 7 anos sem problemas de saúde subjacentes morreu de coronavírus, a mais jovem fatalidade da pandemia no estado até agora. A estratégia é deixar quem comenta argumentar que quem postou não está disposto a fazer nem defender, e quem compartilhou o artigo pode ficar sem culpa. Crianças, especialmente crianças saudáveis sem problemas de saúde subjacentes, que morrem de COVID-19 são extremamente raras. Compartilhar histórias desse acontecimento dá às pessoas a impressão de que é muito mais comum do que realmente é, levando-as a tomar decisões importantes com base em uma compreensão insuficiente dos dados.;;Algumas pessoas que eram veementemente contra o uso de máscaras compartilharam a história publicada pelo New York Post em 6 de maio de 2020, com a manchete “Dois meninos caem mortos na China enquanto usavam máscaras durante a aula de ginástica”. Ignorando o problema da causalidade (ou seja, não foi determinado que as máscaras tenham algo a ver com as mortes), o objetivo de compartilhar o artigo é muito claro: tentar justificar a posição anti-uso de máscara do compartilhador. O fato é que casos registrados de pessoas morrendo por usar máscaras são excepcionalmente raros.;;;;;;
